"","Dataset","ClusterK2_kmeans","ClusterK3_kmeans","ClusterK4_kmeans","ClusterK2_NMF","ClusterK3_NMF","ClusterK4_NMF"
"GSM249821","Tothill",2,1,1,2,1,1
"GSM249822","Tothill",1,3,3,1,3,3
"GSM249823","Tothill",2,1,1,2,1,1
"GSM249824","Tothill",1,2,2,1,2,2
"GSM249825","Tothill",2,1,3,2,3,3
"GSM249826","Tothill",1,3,4,1,2,4
"GSM249827","Tothill",1,2,2,1,2,2
"GSM249828","Tothill",1,3,3,2,3,3
"GSM249829","Tothill",2,1,1,2,1,1
"GSM249830","Tothill",1,2,2,1,2,2
"GSM249831","Tothill",2,1,3,2,1,1
"GSM249832","Tothill",1,3,4,1,3,4
"GSM249833","Tothill",1,3,3,1,3,4
"GSM249834","Tothill",2,1,1,2,1,2
"GSM249835","Tothill",2,1,3,2,3,1
"GSM249836","Tothill",2,1,1,2,1,1
"GSM249837","Tothill",1,3,4,1,3,3
"GSM249838","Tothill",2,1,1,2,1,1
"GSM249839","Tothill",1,2,2,1,2,2
"GSM249840","Tothill",2,1,1,2,1,1
"GSM249841","Tothill",1,3,4,1,2,4
"GSM249842","Tothill",2,3,3,2,3,3
"GSM249843","Tothill",2,1,1,2,1,1
"GSM249844","Tothill",1,3,4,1,3,4
"GSM249845","Tothill",2,1,1,2,1,1
"GSM249846","Tothill",2,1,1,2,1,1
"GSM249847","Tothill",1,3,4,1,3,4
"GSM249848","Tothill",2,1,1,2,1,1
"GSM249849","Tothill",2,1,1,1,2,2
"GSM249850","Tothill",1,2,2,1,2,2
"GSM249851","Tothill",1,2,2,1,2,2
"GSM249852","Tothill",2,3,3,2,3,3
"GSM249854","Tothill",2,1,1,2,1,1
"GSM249855","Tothill",1,2,2,1,2,2
"GSM249857","Tothill",1,2,2,1,2,2
"GSM249858","Tothill",2,1,1,2,1,1
"GSM249859","Tothill",2,1,1,2,1,1
"GSM249860","Tothill",2,1,1,2,1,1
"GSM249861","Tothill",1,3,4,1,3,4
"GSM249862","Tothill",2,3,3,2,3,3
"GSM249863","Tothill",2,1,1,2,1,1
"GSM249864","Tothill",1,2,2,1,2,2
"GSM249865","Tothill",2,1,1,2,3,1
"GSM249866","Tothill",1,3,4,1,3,4
"GSM249867","Tothill",2,1,1,2,1,1
"GSM249871","Tothill",2,1,1,2,1,1
"GSM249872","Tothill",2,1,1,2,1,1
"GSM249873","Tothill",2,1,1,2,1,1
"GSM249874","Tothill",2,3,3,2,3,3
"GSM249875","Tothill",1,2,2,1,2,2
"GSM249876","Tothill",2,1,1,2,1,1
"GSM249877","Tothill",2,1,3,2,3,3
"GSM249878","Tothill",1,3,4,1,3,4
"GSM249879","Tothill",2,1,1,2,1,1
"GSM249880","Tothill",1,3,4,1,3,4
"GSM249881","Tothill",1,2,2,1,2,2
"GSM249883","Tothill",1,3,4,1,3,4
"GSM249884","Tothill",1,3,3,1,3,3
"GSM249885","Tothill",2,1,3,2,3,3
"GSM249886","Tothill",1,3,4,1,3,3
"GSM249887","Tothill",2,3,3,2,3,1
"GSM249888","Tothill",2,1,1,2,1,1
"GSM249889","Tothill",2,3,3,2,3,4
"GSM249890","Tothill",2,1,1,2,1,1
"GSM249891","Tothill",1,3,3,1,3,3
"GSM249893","Tothill",1,3,3,2,3,3
"GSM249894","Tothill",1,2,2,1,2,2
"GSM249895","Tothill",2,1,1,2,1,1
"GSM249896","Tothill",2,1,1,2,1,1
"GSM249897","Tothill",1,3,3,2,3,3
"GSM249898","Tothill",1,2,2,1,2,4
"GSM249899","Tothill",1,3,3,1,3,3
"GSM249900","Tothill",1,2,2,1,2,2
"GSM249902","Tothill",1,2,2,1,2,2
"GSM249903","Tothill",2,3,3,2,3,3
"GSM249904","Tothill",1,3,4,1,3,3
"GSM249905","Tothill",1,3,4,1,3,3
"GSM249906","Tothill",2,3,3,2,3,4
"GSM249907","Tothill",2,1,1,2,1,1
"GSM249909","Tothill",2,1,1,2,1,1
"GSM249911","Tothill",2,1,1,2,1,1
"GSM249912","Tothill",1,3,4,1,3,4
"GSM249913","Tothill",1,2,2,1,2,3
"GSM249914","Tothill",2,1,1,2,1,1
"GSM249915","Tothill",2,1,1,2,1,1
"GSM249916","Tothill",1,2,2,1,2,2
"GSM249917","Tothill",2,1,3,2,1,1
"GSM249918","Tothill",1,2,2,1,2,4
"GSM249919","Tothill",1,3,3,1,3,2
"GSM249920","Tothill",1,2,2,1,2,2
"GSM249921","Tothill",1,3,4,1,3,4
"GSM249922","Tothill",1,2,2,1,2,2
"GSM249923","Tothill",2,1,1,2,1,1
"GSM249924","Tothill",1,3,4,1,3,4
"GSM249925","Tothill",2,1,3,2,1,1
"GSM249926","Tothill",1,3,3,2,3,3
"GSM249927","Tothill",2,1,1,2,3,1
"GSM249928","Tothill",1,2,2,1,2,2
"GSM249929","Tothill",1,2,2,1,2,2
"GSM249930","Tothill",1,3,4,1,2,4
"GSM249931","Tothill",2,1,1,2,1,1
"GSM249932","Tothill",1,3,3,1,3,4
"GSM249933","Tothill",2,3,3,2,3,4
"GSM249934","Tothill",1,3,4,1,3,4
"GSM249935","Tothill",2,1,1,2,1,1
"GSM249936","Tothill",1,3,4,1,3,4
"GSM249937","Tothill",1,2,2,1,2,2
"GSM249938","Tothill",2,3,3,2,3,3
"GSM249939","Tothill",1,3,4,1,3,4
"GSM249940","Tothill",1,2,2,1,2,2
"GSM249941","Tothill",1,2,2,1,2,2
"GSM249942","Tothill",1,2,2,1,2,2
"GSM249943","Tothill",1,3,4,1,3,4
"GSM249944","Tothill",1,3,4,1,3,4
"GSM249945","Tothill",2,1,1,2,1,1
"GSM249947","Tothill",2,1,1,2,1,1
"GSM249949","Tothill",2,3,3,2,3,3
"GSM249950","Tothill",2,1,3,2,1,2
"GSM249951","Tothill",2,1,1,2,1,1
"GSM249953","Tothill",1,2,2,1,2,2
"GSM249954","Tothill",1,3,4,1,3,4
"GSM249955","Tothill",1,3,3,2,3,4
"GSM249956","Tothill",2,1,1,2,1,1
"GSM249957","Tothill",2,1,1,2,1,1
"GSM249958","Tothill",1,3,3,1,3,3
"GSM249959","Tothill",1,3,4,1,2,4
"GSM249960","Tothill",1,3,3,2,3,3
"GSM249961","Tothill",1,3,4,1,3,4
"GSM249962","Tothill",2,1,3,2,3,4
"GSM249963","Tothill",2,3,3,2,3,1
"GSM249964","Tothill",2,1,3,2,3,1
"GSM249965","Tothill",1,3,3,2,3,3
"GSM249967","Tothill",1,3,3,1,3,3
"GSM249968","Tothill",1,3,4,1,3,3
"GSM249969","Tothill",2,1,3,2,1,4
"GSM249970","Tothill",2,2,2,1,2,2
"GSM249971","Tothill",1,3,4,1,2,4
"GSM249972","Tothill",1,2,2,1,2,4
"GSM249973","Tothill",1,3,4,1,3,4
"GSM249975","Tothill",2,3,3,2,3,3
"GSM249976","Tothill",1,3,4,1,2,4
"GSM249979","Tothill",2,1,1,2,1,1
"GSM249980","Tothill",1,2,2,1,2,2
"GSM249981","Tothill",1,3,4,1,3,3
"GSM249982","Tothill",2,1,1,2,1,1
"GSM249983","Tothill",1,3,4,1,3,4
"GSM249984","Tothill",2,1,3,2,3,1
"GSM249986","Tothill",1,3,4,1,3,4
"GSM249987","Tothill",1,2,4,1,2,4
"GSM249988","Tothill",2,1,1,2,1,1
"GSM249989","Tothill",2,1,3,2,3,1
"GSM249990","Tothill",2,1,1,2,1,1
"GSM249991","Tothill",1,2,2,1,2,2
"GSM249992","Tothill",2,1,1,2,1,1
"GSM249993","Tothill",2,3,3,2,3,3
"GSM249994","Tothill",2,3,3,2,3,4
"GSM249996","Tothill",1,3,4,1,3,4
"GSM249997","Tothill",2,1,1,2,1,1
"GSM249998","Tothill",1,3,4,1,3,4
"GSM249999","Tothill",1,2,2,1,2,2
"GSM250000","Tothill",2,1,3,2,1,1
"GSM250001","Tothill",2,1,1,2,1,1
"GSM657529","Bonome",2,2,2,1,3,4
"GSM657530","Bonome",2,2,2,1,2,3
"GSM657531","Bonome",1,3,4,1,2,3
"GSM657532","Bonome",2,1,3,2,1,1
"GSM657533","Bonome",2,1,3,2,3,2
"GSM657534","Bonome",2,2,2,1,2,4
"GSM657535","Bonome",2,2,2,1,1,1
"GSM657536","Bonome",2,2,2,2,1,4
"GSM657537","Bonome",2,1,3,2,3,2
"GSM657538","Bonome",1,3,2,1,2,3
"GSM657539","Bonome",2,1,2,2,3,2
"GSM657540","Bonome",2,2,2,1,3,2
"GSM657541","Bonome",2,2,2,1,3,4
"GSM657542","Bonome",2,2,2,1,1,4
"GSM657543","Bonome",2,1,3,2,1,2
"GSM657544","Bonome",1,3,4,1,2,3
"GSM657545","Bonome",2,2,1,1,1,1
"GSM657546","Bonome",2,2,2,1,1,1
"GSM657547","Bonome",2,2,2,1,3,2
"GSM657548","Bonome",1,3,4,1,2,3
"GSM657549","Bonome",2,1,3,2,3,2
"GSM657550","Bonome",2,1,3,2,3,2
"GSM657551","Bonome",2,2,2,1,3,4
"GSM657552","Bonome",2,1,3,2,3,2
"GSM657553","Bonome",2,1,1,2,1,1
"GSM657554","Bonome",2,2,2,1,1,4
"GSM657555","Bonome",2,1,3,1,2,3
"GSM657556","Bonome",1,2,2,1,2,3
"GSM657557","Bonome",2,2,2,1,2,3
"GSM657558","Bonome",2,2,2,1,2,3
"GSM657559","Bonome",1,3,4,1,2,3
"GSM657560","Bonome",2,2,1,1,1,1
"GSM657561","Bonome",1,2,2,1,2,3
"GSM657562","Bonome",2,2,2,1,2,3
"GSM657563","Bonome",2,2,2,1,3,4
"GSM657564","Bonome",2,2,1,2,1,1
"GSM657565","Bonome",2,1,3,2,1,1
"GSM657566","Bonome",1,3,4,1,2,3
"GSM657567","Bonome",2,2,1,1,1,1
"GSM657568","Bonome",1,2,2,1,2,4
"GSM657569","Bonome",2,2,2,1,2,4
"GSM657570","Bonome",2,2,1,1,1,1
"GSM657571","Bonome",2,2,2,1,3,2
"GSM657572","Bonome",2,2,1,1,1,1
"GSM657573","Bonome",2,2,1,1,1,4
"GSM657574","Bonome",2,2,2,1,2,3
"GSM657575","Bonome",2,2,1,1,1,1
"GSM657576","Bonome",1,3,4,1,2,3
"GSM657577","Bonome",2,2,1,1,1,1
"GSM657578","Bonome",2,2,1,2,1,1
"GSM657579","Bonome",2,2,1,2,1,1
"GSM657580","Bonome",2,1,3,1,3,2
"GSM657581","Bonome",2,2,2,1,2,4
"GSM657582","Bonome",2,1,3,2,1,2
"GSM657583","Bonome",2,2,2,1,1,4
"GSM657584","Bonome",2,2,2,1,3,4
"GSM657585","Bonome",1,3,4,1,2,3
"GSM657586","Bonome",2,2,2,1,2,4
"GSM657587","Bonome",2,2,2,1,2,4
"GSM657588","Bonome",2,2,2,1,2,4
"GSM657589","Bonome",2,1,3,2,3,2
"GSM657590","Bonome",2,1,3,2,1,1
"GSM657591","Bonome",2,1,3,2,3,2
"GSM657592","Bonome",2,2,2,2,3,4
"GSM657593","Bonome",2,2,2,2,1,4
"GSM657594","Bonome",2,2,2,1,3,2
"GSM657595","Bonome",2,1,3,2,3,2
"GSM657596","Bonome",2,2,1,2,1,1
"GSM657597","Bonome",1,3,4,1,2,3
"GSM657598","Bonome",1,3,4,1,2,3
"GSM657599","Bonome",2,2,2,1,2,4
"GSM657600","Bonome",2,1,3,2,3,2
"GSM657601","Bonome",2,1,3,2,3,2
"GSM657602","Bonome",2,2,2,1,1,4
"GSM657603","Bonome",2,2,1,1,1,1
"GSM657604","Bonome",2,1,3,2,1,4
"GSM657605","Bonome",2,2,2,1,3,2
"GSM657606","Bonome",2,2,2,1,3,4
"GSM657607","Bonome",2,1,2,2,3,2
"GSM657608","Bonome",2,1,3,2,3,2
"GSM657609","Bonome",2,2,2,1,2,4
"GSM657610","Bonome",2,2,2,1,3,2
"GSM657611","Bonome",1,3,4,1,2,3
"GSM657612","Bonome",2,2,2,1,1,1
"GSM657613","Bonome",2,1,3,2,3,2
"GSM657614","Bonome",2,1,3,2,3,2
"GSM657615","Bonome",1,3,4,1,2,3
"GSM657616","Bonome",2,1,3,1,3,2
"GSM657617","Bonome",2,1,3,2,3,2
"GSM657618","Bonome",2,1,3,2,3,2
"GSM657619","Bonome",2,2,2,1,3,4
"GSM657620","Bonome",2,2,2,1,2,2
"GSM657621","Bonome",1,3,4,1,2,3
"GSM657622","Bonome",2,1,1,2,1,1
"GSM657623","Bonome",2,2,2,1,3,4
"GSM657624","Bonome",1,3,2,1,2,3
"GSM657625","Bonome",1,2,2,1,2,4
"GSM657626","Bonome",2,1,3,2,3,2
"GSM657627","Bonome",2,2,1,1,1,1
"GSM657628","Bonome",2,2,2,1,2,3
"GSM657629","Bonome",2,2,2,2,3,2
"GSM657630","Bonome",2,1,3,2,3,2
"GSM657631","Bonome",1,3,4,1,2,3
"GSM657632","Bonome",1,3,4,1,2,3
"GSM657633","Bonome",2,2,1,2,1,1
"GSM657634","Bonome",1,3,4,1,2,3
"GSM657635","Bonome",2,2,2,1,1,4
"GSM657636","Bonome",2,1,3,1,3,2
"GSM657637","Bonome",1,2,1,1,1,1
"GSM657638","Bonome",2,2,2,1,2,4
"GSM657639","Bonome",2,2,1,1,1,1
"GSM657640","Bonome",1,3,4,1,2,3
"GSM657641","Bonome",1,2,2,1,2,3
"GSM657642","Bonome",2,2,2,1,3,4
"GSM657643","Bonome",2,2,2,1,2,3
"GSM657644","Bonome",2,2,2,1,2,4
"GSM657645","Bonome",2,2,2,1,1,4
"GSM657646","Bonome",2,1,3,2,3,2
"GSM657647","Bonome",1,3,4,1,2,3
"GSM657648","Bonome",2,1,3,2,3,2
"GSM657649","Bonome",2,2,1,2,1,1
"GSM657650","Bonome",2,1,3,1,3,2
"GSM657651","Bonome",2,1,3,2,3,2
"GSM657652","Bonome",1,3,4,1,2,3
"GSM657653","Bonome",2,2,2,2,3,4
"GSM657654","Bonome",2,2,2,2,3,4
"GSM657655","Bonome",2,2,2,1,3,2
"GSM657656","Bonome",2,2,2,1,2,4
"GSM657657","Bonome",2,2,2,1,3,2
"GSM657658","Bonome",2,1,3,2,3,2
"GSM657659","Bonome",2,2,2,2,1,4
"GSM657660","Bonome",2,2,2,1,2,4
"GSM657661","Bonome",2,2,2,2,3,4
"GSM657662","Bonome",2,1,3,2,3,2
"GSM657663","Bonome",2,1,3,2,1,1
"GSM657664","Bonome",2,1,3,2,3,2
"GSM657665","Bonome",2,1,3,2,1,1
"GSM657666","Bonome",2,2,2,2,3,4
"GSM657667","Bonome",2,2,2,2,3,4
"GSM657668","Bonome",2,2,2,2,3,2
"GSM657669","Bonome",1,3,4,1,2,3
"GSM657670","Bonome",2,2,2,1,1,2
"GSM657671","Bonome",2,1,3,2,3,2
"GSM657672","Bonome",2,1,3,2,3,2
"GSM657673","Bonome",2,1,3,2,3,2
"GSM657674","Bonome",2,1,3,2,1,2
"GSM657675","Bonome",2,2,2,1,2,4
"GSM657676","Bonome",2,1,3,2,3,2
"GSM657677","Bonome",2,1,3,2,3,2
"GSM657678","Bonome",2,2,1,2,1,1
"GSM657679","Bonome",2,2,1,1,1,1
"GSM657680","Bonome",1,3,4,1,2,3
"GSM657681","Bonome",1,3,4,1,2,3
"GSM657682","Bonome",1,2,2,1,2,3
"GSM657683","Bonome",2,2,2,1,2,4
"GSM657684","Bonome",2,2,2,1,1,4
"GSM657685","Bonome",2,1,3,2,3,2
"GSM657686","Bonome",2,2,2,2,3,4
"GSM657687","Bonome",2,2,2,2,3,2
"GSM657688","Bonome",2,2,2,1,3,4
"GSM657689","Bonome",2,1,3,2,3,2
"GSM657690","Bonome",2,2,1,1,1,1
"GSM657691","Bonome",2,2,2,1,2,4
"GSM657692","Bonome",2,2,2,1,2,3
"GSM657693","Bonome",2,2,1,2,1,1
"GSM657694","Bonome",2,2,1,1,1,1
"GSM657695","Bonome",1,2,2,1,2,3
"GSM657696","Bonome",2,1,3,2,3,2
"GSM657697","Bonome",2,2,1,1,1,1
"GSM657698","Bonome",2,2,2,1,2,4
"GSM657699","Bonome",2,2,1,1,1,1
"GSM657700","Bonome",1,3,4,1,2,3
"GSM657701","Bonome",2,2,2,1,2,4
"GSM657702","Bonome",2,2,2,2,3,2
"GSM657703","Bonome",2,2,2,1,2,4
"GSM657704","Bonome",2,1,3,2,3,2
"GSM657705","Bonome",2,2,1,1,1,1
"GSM657706","Bonome",2,2,2,1,3,4
"GSM657707","Bonome",2,2,1,1,1,1
"GSM657708","Bonome",2,1,2,1,3,2
"GSM657709","Bonome",2,2,1,1,1,1
"GSM657710","Bonome",2,2,2,1,2,4
"GSM657711","Bonome",2,1,3,2,1,2
"GSM657712","Bonome",2,1,3,2,1,1
"GSM657713","Bonome",2,1,3,2,3,2
"JD.10003_.HTA.2_0..CEL","aaces.eset",2,1,3,1,1,3
"JD.10007_.HTA.2_0..CEL","aaces.eset",2,1,3,2,1,3
"JD.10014_.HTA.2_0..CEL","aaces.eset",2,1,3,2,2,3
"JD.10019_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.10020_.HTA.2_0..CEL","aaces.eset",2,2,2,1,2,2
"JD10022_.HTA.2_0..CEL","aaces.eset",2,1,1,1,3,1
"JD.10023_.HTA.2_0..CEL","aaces.eset",2,2,2,1,2,1
"JD.10040_.HTA.2_0..CEL","aaces.eset",2,1,3,1,2,2
"JD.10044_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.10_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.11_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,2
"JD.13_.HTA.2_0..CEL","aaces.eset",1,3,4,1,2,2
"JD.14_.HTA.2_0..CEL","aaces.eset",2,2,2,2,2,2
"JD.15_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.17_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.18_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.19_.HTA.2_0..CEL","aaces.eset",2,1,1,1,1,1
"JD.1_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.20_.HTA.2_0..CEL","aaces.eset",1,2,2,1,2,2
"JD.21_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.22_.HTA.2_0..CEL","aaces.eset",1,3,3,1,2,2
"JD.23_.HTA.2_0..CEL","aaces.eset",2,1,1,1,1,1
"JD.25_.HTA.2_0..CEL","aaces.eset",2,1,1,1,1,1
"JD.26_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.27_.HTA.2_0..CEL","aaces.eset",1,3,3,1,2,2
"JD.28_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,2
"JD.29_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.2_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.30_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,2
"JD.31_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.32_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.34_.HTA.2_0..CEL","aaces.eset",2,1,1,1,3,1
"JD.35_.HTA.2_0..CEL","aaces.eset",2,2,2,2,2,2
"JD.36_.HTA.2_0..CEL","aaces.eset",2,1,3,2,2,2
"JD.37_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.38_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.39_.HTA.2_0..CEL","aaces.eset",1,3,3,1,3,4
"JD.3_.HTA.2_0..CEL","aaces.eset",1,3,4,1,2,4
"JD.40_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,1
"JD.41_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.42_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.43_.HTA.2_0..CEL","aaces.eset",2,1,3,2,1,3
"JD.44_.HTA.2_0..CEL","aaces.eset",2,2,2,2,2,2
"JD.45_.HTA.2_0..CEL","aaces.eset",2,2,2,2,2,1
"JD.47_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.48_.HTA.2_0..CEL","aaces.eset",2,1,3,2,1,3
"JD.49_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.4_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.50_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,1
"JD.5_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.7_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.8_.HTA.2_0..CEL","aaces.eset",1,3,4,1,2,2
"JD.9_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
